recencia_dias,frequencia_pedidos,valor_total,ticket_medio,tempo_entrega_dias,atraso_medio_dias,nota_media_review,frete_pct,parcelas,categoria_principal,metodo_pagamento,churn
291,3,161.24,53.75,9.5,0.0,2.2,20.7,8,telefonia,cartao_credito,1
306,6,348.17,58.03,16.9,0.1,1.0,13.0,3,moveis_decoracao,cartao_credito,0
228,4,68.86,17.22,13.1,1.0,4.7,10.2,10,esporte_lazer,boleto,0
110,4,108.21,27.05,11.8,2.7,3.5,17.4,2,esporte_lazer,cartao_credito,0
304,4,146.32,36.58,12.2,3.0,2.7,15.4,2,moveis_decoracao,boleto,1
288,4,165.79,41.45,20.8,2.3,4.2,15.2,10,informatica,cartao_credito,0
393,2,426.84,213.42,13.0,3.1,3.7,17.7,3,moveis_decoracao,pix,1
64,2,111.84,55.92,5.8,0.0,2.8,14.2,6,brinquedos,cartao_credito,0
170,5,338.5,67.7,14.0,2.1,4.0,20.1,5,beleza_saude,cartao_credito,0
370,2,461.33,230.66,14.9,0.0,4.7,6.4,8,relogios_presentes,cartao_credito,0
208,3,172.96,57.65,11.1,3.0,4.3,22.4,3,telefonia,boleto,0
377,4,93.34,23.34,11.7,0.8,4.3,9.5,4,esporte_lazer,cartao_credito,1
9,1,392.96,392.96,5.6,2.1,4.5,5.2,9,moveis_decoracao,cartao_credito,0
18,1,320.26,320.26,12.6,1.2,2.4,10.3,10,relogios_presentes,pix,0
319,4,87.05,21.76,4.7,2.4,4.0,12.9,2,cama_mesa_banho,cartao_credito,1
146,2,506.81,253.4,10.5,0.0,4.3,10.6,5,relogios_presentes,boleto,0
210,2,119.19,59.6,8.0,0.0,3.7,9.2,5,relogios_presentes,pix,1
174,2,171.2,85.6,17.9,3.0,3.3,21.1,6,informatica,cartao_credito,1
166,4,287.16,71.79,21.3,3.9,3.4,9.8,6,telefonia,cartao_credito,0
376,4,468.81,117.2,5.1,0.2,3.8,2.0,1,moveis_decoracao,cartao_credito,0
42,4,232.52,58.13,12.0,2.5,5.0,12.9,9,informatica,pix,0
310,1,159.38,159.38,10.1,0.0,5.0,27.3,3,informatica,pix,1
356,2,144.16,72.08,14.8,0.0,5.0,8.6,3,brinquedos,cartao_credito,1
264,2,159.27,79.64,12.6,0.7,2.5,9.6,9,telefonia,cartao_credito,1
161,2,686.59,343.3,9.7,0.0,3.2,12.6,10,telefonia,cartao_credito,0
68,2,253.72,126.86,12.6,0.0,4.8,24.3,10,telefonia,cartao_credito,0
274,1,212.22,212.22,10.7,0.9,5.0,12.8,3,cama_mesa_banho,cartao_credito,1
190,4,322.37,80.59,21.5,0.0,3.1,8.9,8,brinquedos,pix,0
64,1,166.87,166.87,7.2,0.0,4.3,17.2,2,relogios_presentes,cartao_credito,0
147,1,453.45,453.45,13.5,0.0,3.0,16.7,5,beleza_saude,cartao_credito,0
384,4,267.57,66.89,15.1,0.0,4.4,17.9,3,moveis_decoracao,cartao_credito,0
109,3,156.71,52.24,14.6,0.0,3.5,8.6,3,cama_mesa_banho,cartao_debito,0
75,2,135.78,67.89,10.2,0.5,4.3,11.6,9,brinquedos,cartao_credito,0
274,4,55.37,13.84,20.2,0.0,2.9,21.8,9,esporte_lazer,boleto,1
83,4,347.63,86.91,2.0,0.0,2.5,17.5,2,beleza_saude,pix,0
368,3,68.31,22.77,5.4,0.0,5.0,19.9,4,beleza_saude,boleto,1
344,2,437.25,218.62,16.0,2.5,4.2,14.7,1,beleza_saude,cartao_credito,1
393,2,106.28,53.14,6.7,0.3,5.0,21.3,9,brinquedos,boleto,1
365,2,115.63,57.82,6.4,0.0,5.0,16.8,3,esporte_lazer,cartao_credito,1
101,2,582.31,291.15,9.2,0.0,2.5,11.9,6,esporte_lazer,cartao_credito,1
88,1,331.06,331.06,7.3,2.8,4.5,19.5,6,informatica,pix,0
140,1,208.68,208.68,15.8,0.0,2.8,9.7,2,relogios_presentes,boleto,1
190,4,548.07,137.02,17.4,0.3,3.8,24.3,4,esporte_lazer,cartao_credito,0
352,2,183.69,91.84,12.5,5.3,2.2,21.0,2,informatica,boleto,1
294,2,140.55,70.28,18.3,2.1,2.5,13.2,2,cama_mesa_banho,boleto,1
259,5,221.61,44.32,3.7,0.0,3.2,13.9,9,relogios_presentes,cartao_debito,0
351,1,362.86,362.86,12.5,4.1,3.6,15.8,4,relogios_presentes,pix,1
260,1,79.48,79.48,20.1,0.9,4.1,14.0,5,informatica,cartao_credito,1
154,4,113.8,28.45,17.9,1.4,3.1,22.9,7,informatica,cartao_credito,0
168,5,94.93,18.99,20.6,1.3,4.2,11.8,9,telefonia,cartao_credito,0
209,1,84.4,84.4,8.5,2.8,5.0,6.0,5,brinquedos,cartao_credito,1
40,3,171.11,57.04,17.5,0.3,4.4,13.4,9,beleza_saude,boleto,0
297,2,83.16,41.58,9.4,0.0,4.0,19.5,6,beleza_saude,boleto,1
262,2,50.67,25.34,15.6,1.3,4.4,21.1,1,esporte_lazer,cartao_credito,1
293,1,113.16,113.16,19.9,0.0,2.7,15.7,10,relogios_presentes,pix,1
215,3,108.13,36.04,7.2,5.0,5.0,11.2,3,cama_mesa_banho,cartao_credito,1
314,1,257.79,257.79,2.0,0.0,2.9,14.7,8,cama_mesa_banho,pix,1
380,2,342.95,171.48,23.1,0.4,5.0,11.1,9,esporte_lazer,cartao_credito,1
230,1,125.35,125.35,14.9,0.0,4.9,2.0,9,beleza_saude,pix,0
180,2,114.69,57.34,11.4,1.3,4.7,9.9,7,esporte_lazer,cartao_credito,1
46,4,562.13,140.53,11.0,1.6,4.7,18.1,3,informatica,cartao_credito,0
312,4,335.09,83.77,2.0,0.0,4.1,13.4,7,relogios_presentes,cartao_credito,1
362,2,239.63,119.82,13.3,1.6,3.3,13.1,6,relogios_presentes,pix,1
281,2,153.46,76.73,8.8,0.7,3.2,21.6,7,beleza_saude,cartao_credito,1
346,4,330.35,82.59,12.3,0.3,5.0,9.2,4,cama_mesa_banho,cartao_credito,1
345,3,89.42,29.81,12.2,0.0,4.2,9.8,7,moveis_decoracao,pix,1
320,4,339.89,84.97,2.0,6.3,3.0,17.0,5,brinquedos,boleto,1
203,3,265.89,88.63,14.9,3.5,4.6,10.7,10,moveis_decoracao,pix,0
44,1,298.78,298.78,13.1,2.3,4.4,10.7,2,beleza_saude,cartao_debito,0
6,1,210.26,210.26,13.9,3.3,3.8,24.3,8,cama_mesa_banho,cartao_credito,0
85,2,72.29,36.15,10.9,1.2,3.2,8.6,6,telefonia,pix,1
175,2,91.18,45.59,12.3,0.0,4.8,10.6,6,telefonia,cartao_credito,0
298,2,275.19,137.6,13.0,0.0,5.0,17.6,6,informatica,pix,0
185,6,257.24,42.87,13.6,0.0,4.4,14.7,2,moveis_decoracao,boleto,0
14,1,134.56,134.56,14.9,5.9,4.2,6.8,6,beleza_saude,pix,0
88,2,132.7,66.35,13.7,3.4,3.3,25.7,5,moveis_decoracao,boleto,1
391,2,398.74,199.37,23.1,1.0,4.6,10.2,3,brinquedos,boleto,1
395,5,192.76,38.55,7.6,0.0,3.5,13.5,10,brinquedos,pix,0
153,1,109.08,109.08,9.8,2.1,2.8,17.6,3,informatica,cartao_credito,1
322,3,439.26,146.42,22.2,0.0,5.0,28.0,5,informatica,cartao_credito,1
289,3,414.04,138.01,11.1,2.2,3.1,12.5,4,esporte_lazer,pix,1
372,2,192.53,96.26,17.6,0.0,2.2,9.5,5,esporte_lazer,cartao_debito,1
355,5,219.19,43.84,12.8,0.0,5.0,18.0,6,relogios_presentes,boleto,1
253,1,335.82,335.82,10.6,2.7,2.4,27.5,7,moveis_decoracao,cartao_credito,1
160,3,287.76,95.92,17.9,5.3,3.7,15.8,4,relogios_presentes,cartao_credito,1
252,1,70.55,70.55,15.1,0.0,3.0,13.3,4,informatica,boleto,1
131,3,448.3,149.43,2.8,0.0,3.4,17.3,8,beleza_saude,pix,1
142,2,61.48,30.74,13.0,3.1,5.0,2.5,7,telefonia,cartao_credito,0
245,3,255.65,85.22,6.0,0.0,4.0,11.3,6,beleza_saude,cartao_credito,1
230,3,81.42,27.14,19.6,0.0,4.5,4.0,6,relogios_presentes,cartao_credito,1
234,3,287.41,95.8,22.5,1.2,4.9,12.8,2,informatica,cartao_credito,1
156,2,117.5,58.75,23.2,5.7,3.5,11.9,6,cama_mesa_banho,boleto,1
166,5,123.07,24.61,14.1,0.0,5.0,2.0,3,moveis_decoracao,cartao_credito,0
9,3,323.81,107.94,9.2,0.0,4.5,16.1,1,cama_mesa_banho,cartao_credito,0
242,1,81.39,81.39,13.9,0.8,4.9,18.7,7,brinquedos,cartao_credito,0
232,1,134.4,134.4,6.4,0.0,3.4,13.8,6,telefonia,pix,1
374,1,83.5,83.5,26.1,0.0,4.5,5.8,6,esporte_lazer,boleto,1
204,4,208.81,52.2,19.2,2.5,4.1,22.6,8,telefonia,boleto,0
189,4,82.45,20.61,13.8,1.0,5.0,26.4,4,telefonia,pix,0
31,2,241.87,120.94,18.0,1.4,3.6,17.4,4,telefonia,cartao_credito,0
82,3,410.67,136.89,9.0,0.1,5.0,12.9,2,brinquedos,cartao_debito,0
138,3,43.12,14.37,5.4,4.3,4.4,13.0,1,informatica,cartao_credito,0
153,5,117.89,23.58,2.0,0.0,4.0,17.6,10,esporte_lazer,cartao_credito,0
148,2,88.95,44.48,12.5,0.0,3.9,15.5,3,informatica,cartao_credito,1
160,5,71.44,14.29,10.8,4.7,4.1,17.6,5,esporte_lazer,pix,0
308,2,237.73,118.86,15.1,0.0,3.5,17.7,10,relogios_presentes,cartao_credito,1
56,1,220.04,220.04,12.1,0.1,4.8,10.6,3,moveis_decoracao,cartao_credito,0
136,2,446.58,223.29,14.8,0.3,4.1,10.1,2,moveis_decoracao,cartao_credito,0
69,1,302.2,302.2,16.9,0.2,5.0,13.3,8,informatica,cartao_debito,0
126,1,199.41,199.41,3.2,0.0,3.7,17.8,4,cama_mesa_banho,cartao_credito,0
275,2,230.82,115.41,17.2,0.0,4.0,5.6,3,beleza_saude,cartao_credito,1
23,3,134.21,44.74,9.6,2.9,3.7,13.6,8,beleza_saude,cartao_credito,0
139,1,235.81,235.81,15.1,4.0,5.0,14.8,3,informatica,cartao_credito,0
14,1,61.94,61.94,18.1,0.0,2.7,12.1,1,cama_mesa_banho,pix,0
382,2,175.1,87.55,18.2,0.0,4.2,23.4,9,telefonia,cartao_credito,1
292,3,260.56,86.85,12.8,0.0,4.4,22.4,10,relogios_presentes,cartao_credito,0
101,2,168.97,84.48,13.1,2.9,3.0,17.5,10,relogios_presentes,pix,1
83,3,121.08,40.36,17.4,3.0,5.0,25.6,2,esporte_lazer,pix,0
44,4,205.34,51.34,3.0,0.0,3.2,20.3,5,cama_mesa_banho,cartao_debito,0
191,2,108.83,54.42,6.3,0.0,4.1,15.8,9,beleza_saude,cartao_credito,0
302,1,162.19,162.19,10.3,0.8,5.0,12.1,7,beleza_saude,cartao_credito,1
235,1,320.98,320.98,4.0,1.2,3.7,12.6,3,brinquedos,pix,1
353,3,333.92,111.31,10.4,0.0,4.2,17.3,4,relogios_presentes,cartao_credito,1
140,2,223.12,111.56,10.0,0.4,3.8,12.8,4,brinquedos,cartao_credito,1
114,3,94.66,31.55,12.5,0.0,4.0,5.9,7,esporte_lazer,pix,0
193,5,151.78,30.36,11.7,0.6,5.0,12.7,7,informatica,cartao_credito,0
84,2,207.82,103.91,18.4,0.0,3.7,21.2,8,cama_mesa_banho,boleto,0
390,2,117.07,58.54,15.4,0.5,1.4,2.0,3,beleza_saude,cartao_debito,1
78,6,523.13,87.19,11.6,0.0,4.1,23.4,8,relogios_presentes,boleto,0
194,2,118.89,59.44,10.0,0.0,4.2,18.4,5,esporte_lazer,pix,0
211,3,198.73,66.24,11.7,0.0,4.3,13.6,1,relogios_presentes,pix,0
27,1,347.26,347.26,11.8,0.1,3.9,16.7,8,telefonia,pix,1
190,2,471.51,235.76,27.1,2.5,3.2,20.8,1,informatica,boleto,0
184,2,93.24,46.62,3.3,0.0,3.9,15.2,1,esporte_lazer,cartao_credito,0
107,3,63.25,21.08,6.4,0.0,5.0,20.7,8,brinquedos,cartao_credito,0
55,1,221.38,221.38,5.6,3.6,4.1,20.1,1,relogios_presentes,pix,1
22,4,562.19,140.55,13.6,3.1,4.8,16.1,6,telefonia,cartao_credito,0
8,6,70.24,11.71,13.4,4.8,3.1,8.3,4,telefonia,cartao_credito,0
195,3,155.61,51.87,8.6,6.1,3.8,14.4,10,brinquedos,cartao_credito,1
40,7,233.91,33.42,17.4,0.6,3.1,2.8,4,relogios_presentes,cartao_credito,0
383,1,204.59,204.59,14.2,0.0,5.0,17.7,2,brinquedos,pix,1
101,4,257.84,64.46,17.6,0.0,2.5,12.5,2,informatica,cartao_debito,1
262,3,430.03,143.34,19.2,1.9,4.5,11.3,10,cama_mesa_banho,cartao_credito,0
271,3,351.68,117.23,2.0,4.1,4.4,18.9,10,telefonia,cartao_credito,0
200,3,153.29,51.1,16.1,0.0,4.4,7.4,2,esporte_lazer,pix,0
354,2,69.49,34.74,4.3,1.1,1.8,15.7,4,esporte_lazer,cartao_credito,1
48,1,368.47,368.47,13.5,0.0,2.1,13.0,1,relogios_presentes,cartao_credito,1
97,2,155.27,77.64,11.6,0.1,4.2,13.9,9,beleza_saude,cartao_credito,0
104,3,202.82,67.61,11.8,0.1,3.2,16.7,9,moveis_decoracao,cartao_credito,0
58,5,329.2,65.84,4.8,1.5,3.5,25.9,8,brinquedos,boleto,0
121,1,361.3,361.3,18.2,5.6,3.7,17.4,6,moveis_decoracao,cartao_credito,0
128,1,317.33,317.33,4.3,1.7,3.0,23.1,4,brinquedos,boleto,1
307,4,505.28,126.32,16.5,0.0,2.9,23.4,3,esporte_lazer,boleto,1
124,1,188.62,188.62,3.4,0.0,4.1,19.6,8,informatica,cartao_credito,1
351,4,123.99,31.0,11.9,0.0,2.2,3.9,6,brinquedos,cartao_credito,1
310,2,100.73,50.36,22.8,0.0,3.6,13.6,5,moveis_decoracao,cartao_credito,1
361,2,128.77,64.39,26.2,0.8,3.4,8.5,4,relogios_presentes,pix,1
46,3,132.28,44.09,2.3,0.0,4.1,32.2,8,cama_mesa_banho,cartao_credito,1
393,2,223.58,111.79,7.8,0.0,5.0,9.0,10,relogios_presentes,pix,1
247,2,274.82,137.41,8.9,0.2,3.1,6.0,2,relogios_presentes,pix,1
393,3,91.18,30.39,25.5,0.0,4.5,2.0,8,brinquedos,cartao_credito,1
145,4,329.81,82.45,11.6,0.0,4.3,8.8,5,informatica,cartao_debito,0
381,2,350.02,175.01,18.4,3.3,4.7,15.7,7,telefonia,cartao_credito,1
237,3,279.05,93.02,13.8,3.5,3.9,21.5,8,brinquedos,cartao_credito,0
33,4,141.48,35.37,4.8,0.0,5.0,8.6,4,esporte_lazer,cartao_credito,0
166,3,420.33,140.11,2.0,1.8,4.8,22.0,3,beleza_saude,boleto,0
59,2,186.39,93.2,8.3,0.0,4.8,14.6,1,moveis_decoracao,cartao_credito,0
376,8,113.74,14.22,25.9,0.0,2.7,12.1,10,moveis_decoracao,cartao_debito,1
125,4,90.57,22.64,13.5,1.1,4.2,16.0,8,informatica,pix,0
92,2,211.87,105.94,18.3,4.3,3.6,23.5,8,informatica,cartao_credito,1
223,2,143.19,71.6,3.5,3.5,3.2,15.3,1,cama_mesa_banho,cartao_credito,1
172,2,74.72,37.36,10.0,1.0,3.5,8.4,10,brinquedos,cartao_credito,0
43,2,60.91,30.46,16.7,0.0,4.0,17.5,2,beleza_saude,cartao_credito,0
327,2,232.87,116.44,5.5,3.9,4.6,17.4,3,moveis_decoracao,cartao_credito,1
339,2,67.42,33.71,11.6,0.0,5.0,13.9,6,informatica,boleto,0
298,3,35.81,11.94,6.7,1.6,5.0,21.1,1,telefonia,cartao_credito,1
248,3,353.18,117.73,17.0,0.2,4.4,2.0,8,esporte_lazer,pix,1
164,2,98.51,49.26,14.4,5.5,4.2,17.1,10,informatica,cartao_debito,1
219,4,256.8,64.2,16.1,0.0,3.8,19.7,5,telefonia,cartao_credito,0
210,2,209.08,104.54,17.2,2.8,3.9,6.3,2,relogios_presentes,boleto,1
70,1,122.04,122.04,10.6,0.3,3.3,6.1,6,relogios_presentes,cartao_credito,0
37,4,449.91,112.48,18.0,1.9,3.7,21.0,8,beleza_saude,cartao_credito,0
105,1,283.07,283.07,8.5,4.6,4.5,22.0,10,telefonia,pix,0
184,2,178.92,89.46,15.8,0.0,5.0,23.2,3,beleza_saude,boleto,1
68,3,104.78,34.93,2.0,0.3,4.0,10.8,3,beleza_saude,boleto,0
47,1,269.05,269.05,7.5,0.0,3.3,16.2,1,informatica,cartao_credito,0
341,2,295.82,147.91,25.9,1.6,5.0,17.0,1,cama_mesa_banho,cartao_credito,1
153,1,197.04,197.04,15.7,2.2,2.1,4.8,8,cama_mesa_banho,pix,1
235,3,181.93,60.64,15.7,0.0,5.0,15.9,3,cama_mesa_banho,cartao_debito,1
211,2,282.57,141.28,7.1,0.0,2.7,15.8,4,informatica,boleto,1
295,3,176.17,58.72,5.4,1.0,4.8,19.5,5,esporte_lazer,cartao_credito,1
297,1,112.36,112.36,10.4,0.0,3.6,11.6,1,cama_mesa_banho,cartao_credito,1
121,3,70.8,23.6,11.6,1.3,4.4,22.5,8,cama_mesa_banho,cartao_credito,0
339,5,177.07,35.41,23.5,0.0,5.0,15.5,6,esporte_lazer,boleto,1
151,2,69.34,34.67,18.1,2.3,3.3,25.3,5,beleza_saude,cartao_credito,1
334,3,298.13,99.38,12.7,0.0,3.1,19.5,3,moveis_decoracao,pix,1
164,5,177.08,35.42,12.4,0.0,4.2,16.7,6,beleza_saude,cartao_debito,0
48,1,327.09,327.09,16.5,0.0,5.0,7.9,8,brinquedos,pix,0
305,2,219.36,109.68,4.1,0.0,4.3,7.1,6,brinquedos,cartao_debito,1
16,3,257.52,85.84,2.0,3.9,4.1,24.6,8,telefonia,cartao_credito,0
310,2,119.34,59.67,16.5,2.6,4.3,20.3,5,telefonia,cartao_credito,1
22,1,169.48,169.48,12.4,0.0,3.1,13.3,2,brinquedos,pix,0
86,4,217.45,54.36,4.1,0.0,4.3,12.5,2,cama_mesa_banho,cartao_credito,0
243,1,201.78,201.78,2.0,2.7,3.7,16.3,8,esporte_lazer,cartao_debito,1
376,1,196.26,196.26,17.4,0.0,5.0,6.9,1,cama_mesa_banho,cartao_credito,1
166,1,89.82,89.82,8.9,0.6,4.9,12.2,5,brinquedos,cartao_credito,0
52,4,51.4,12.85,14.4,0.0,2.8,18.7,3,informatica,boleto,0
96,2,85.61,42.8,10.4,0.1,3.8,19.5,8,moveis_decoracao,cartao_credito,0
358,3,31.03,10.34,11.8,2.5,4.6,12.8,3,brinquedos,cartao_credito,1
292,2,56.3,28.15,8.4,0.0,3.1,24.6,8,moveis_decoracao,boleto,1
44,5,227.52,45.5,11.5,2.9,3.0,21.3,2,informatica,pix,0
157,2,155.51,77.76,15.5,6.0,3.6,10.4,7,moveis_decoracao,cartao_credito,1
109,2,107.85,53.92,10.3,2.0,4.4,7.3,2,informatica,cartao_credito,0
75,3,153.53,51.18,10.0,0.3,5.0,18.6,5,beleza_saude,pix,0
339,3,44.74,14.91,15.6,3.4,4.3,12.3,7,cama_mesa_banho,boleto,1
248,2,174.25,87.12,16.0,0.0,5.0,11.2,2,cama_mesa_banho,cartao_credito,1
75,3,74.3,24.77,5.2,4.3,3.4,16.3,5,moveis_decoracao,boleto,1
262,2,383.69,191.84,11.8,0.0,4.8,19.3,8,brinquedos,cartao_credito,1
168,4,265.01,66.25,8.9,5.9,3.0,19.8,3,cama_mesa_banho,cartao_credito,1
29,1,250.83,250.83,12.1,0.0,5.0,15.3,1,moveis_decoracao,pix,0
182,3,199.51,66.5,20.6,2.2,5.0,2.0,3,brinquedos,cartao_credito,0
78,2,279.43,139.72,14.2,0.0,4.8,20.7,4,relogios_presentes,cartao_debito,0
101,4,174.84,43.71,25.0,0.0,2.4,10.2,2,relogios_presentes,cartao_debito,0
352,3,105.89,35.3,13.3,0.0,4.8,16.9,9,esporte_lazer,cartao_credito,1
285,3,253.57,84.52,11.0,0.0,3.3,14.3,7,telefonia,cartao_credito,1
57,2,338.37,169.18,11.9,3.5,4.6,28.5,6,telefonia,pix,0
341,2,93.34,46.67,12.9,0.0,2.6,27.3,5,informatica,pix,1
231,3,61.34,20.45,13.9,0.0,4.4,12.2,8,moveis_decoracao,cartao_credito,1
350,3,533.99,178.0,6.0,0.0,3.7,6.9,7,relogios_presentes,cartao_credito,1
300,2,413.98,206.99,10.6,3.3,3.3,7.4,7,brinquedos,cartao_credito,1
139,4,187.12,46.78,7.7,3.0,4.7,16.6,4,esporte_lazer,cartao_credito,0
216,1,38.92,38.92,18.2,3.7,4.0,11.8,1,moveis_decoracao,cartao_credito,1
214,2,218.2,109.1,2.0,0.0,3.9,8.3,1,informatica,cartao_credito,1
289,2,710.2,355.1,12.9,3.9,4.8,11.9,8,esporte_lazer,cartao_credito,1
103,2,278.01,139.0,2.9,0.0,5.0,17.7,9,cama_mesa_banho,boleto,0
136,4,263.61,65.9,14.6,0.0,4.4,14.5,1,relogios_presentes,cartao_credito,0
101,2,178.21,89.1,9.6,0.0,2.3,12.1,1,moveis_decoracao,cartao_credito,1
121,2,248.76,124.38,2.0,0.0,2.5,12.9,3,moveis_decoracao,boleto,1
68,3,277.16,92.39,17.7,0.3,4.2,14.0,4,relogios_presentes,pix,0
19,2,206.71,103.36,2.0,0.0,5.0,16.3,2,telefonia,cartao_credito,0
376,1,161.87,161.87,11.8,1.1,4.2,16.7,6,telefonia,boleto,1
34,3,208.94,69.65,16.1,0.0,4.6,5.1,9,relogios_presentes,cartao_credito,0
355,1,202.75,202.75,20.3,1.1,4.0,16.0,7,moveis_decoracao,pix,1
6,1,43.19,43.19,2.3,0.0,5.0,12.8,4,relogios_presentes,cartao_credito,0
312,3,627.58,209.19,8.9,0.0,4.7,8.9,5,relogios_presentes,cartao_credito,0
134,1,263.74,263.74,18.5,0.0,3.1,12.8,10,brinquedos,cartao_credito,0
209,2,374.37,187.18,18.9,2.9,4.5,21.9,8,beleza_saude,cartao_credito,1
116,2,223.05,111.52,19.7,1.8,2.6,19.9,2,beleza_saude,boleto,0
198,5,130.95,26.19,27.4,0.1,4.5,15.6,5,brinquedos,cartao_debito,0
183,1,326.07,326.07,8.9,0.0,3.8,9.6,1,cama_mesa_banho,boleto,1
214,3,59.02,19.67,14.2,2.5,4.3,6.8,9,cama_mesa_banho,cartao_credito,0
160,2,270.55,135.28,9.9,5.0,4.4,9.3,7,brinquedos,pix,0
216,2,323.76,161.88,2.0,0.4,4.4,15.1,3,moveis_decoracao,cartao_credito,0
331,4,176.19,44.05,11.5,0.0,5.0,15.2,8,telefonia,boleto,0
176,1,254.28,254.28,2.0,0.0,4.1,11.1,5,relogios_presentes,cartao_credito,0
147,3,43.64,14.55,8.9,1.9,4.3,20.3,8,informatica,cartao_credito,0
57,1,261.4,261.4,3.2,0.0,5.0,17.3,1,informatica,cartao_credito,1
147,3,147.66,49.22,14.6,0.0,5.0,2.0,5,informatica,cartao_debito,1
54,5,255.09,51.02,7.3,0.0,4.1,15.7,6,cama_mesa_banho,cartao_credito,0
77,4,181.28,45.32,2.0,0.7,3.6,19.5,2,informatica,boleto,0
381,2,179.82,89.91,17.2,0.0,3.6,16.2,5,telefonia,cartao_credito,1
40,6,260.11,43.35,8.4,0.4,4.6,18.5,8,telefonia,cartao_credito,0
195,4,152.48,38.12,9.4,0.7,3.9,13.4,7,informatica,pix,1
334,4,175.52,43.88,6.1,0.0,2.4,14.6,2,esporte_lazer,boleto,1
381,1,548.33,548.33,18.9,0.0,5.0,14.7,8,cama_mesa_banho,cartao_credito,1
62,2,389.83,194.92,13.6,3.0,4.9,16.1,8,beleza_saude,boleto,1
69,3,161.81,53.94,8.3,0.0,5.0,11.5,5,moveis_decoracao,pix,0
152,1,183.56,183.56,2.0,0.9,5.0,21.6,9,moveis_decoracao,cartao_credito,1
223,1,124.98,124.98,27.1,2.3,4.3,23.5,7,brinquedos,cartao_credito,1
384,2,148.0,74.0,23.9,0.9,4.4,11.8,10,informatica,cartao_credito,1
87,2,152.61,76.31,20.7,3.6,5.0,8.0,8,moveis_decoracao,cartao_credito,0
69,2,200.3,100.15,7.8,0.0,2.9,6.9,10,relogios_presentes,cartao_credito,1
105,1,47.13,47.13,9.0,0.0,3.7,17.4,9,telefonia,boleto,1
350,3,145.38,48.46,14.4,0.0,4.0,18.5,4,brinquedos,boleto,1
16,2,130.03,65.02,6.6,8.7,5.0,17.5,2,beleza_saude,cartao_credito,0
155,3,421.85,140.62,6.1,1.8,3.6,18.0,7,moveis_decoracao,cartao_credito,0
51,5,182.23,36.45,20.8,2.2,3.4,11.6,6,esporte_lazer,cartao_credito,0
67,4,217.76,54.44,11.7,2.1,3.7,3.1,10,informatica,cartao_credito,0
367,1,142.73,142.73,5.3,0.7,4.6,12.0,10,cama_mesa_banho,pix,1
5,2,183.17,91.58,17.7,3.1,4.0,24.9,1,relogios_presentes,cartao_credito,0
132,2,148.0,74.0,8.6,0.0,2.6,16.6,3,cama_mesa_banho,cartao_credito,0
366,2,202.18,101.09,2.0,1.2,2.8,17.5,6,cama_mesa_banho,pix,1
245,4,253.92,63.48,5.2,1.6,4.2,20.4,7,beleza_saude,cartao_credito,0
33,1,76.52,76.52,8.9,3.0,4.3,10.0,4,cama_mesa_banho,pix,0
188,2,276.44,138.22,13.3,0.0,4.1,16.3,3,beleza_saude,cartao_credito,0
388,2,99.67,49.84,13.0,0.0,3.6,18.1,5,cama_mesa_banho,pix,1
163,7,560.21,80.03,19.4,0.0,4.9,9.4,9,brinquedos,cartao_credito,0
213,5,199.5,39.9,10.6,1.8,4.5,17.2,10,telefonia,boleto,1
215,7,215.88,30.84,9.2,1.8,4.4,22.8,8,relogios_presentes,cartao_credito,0
265,2,221.26,110.63,19.5,0.0,4.5,12.6,2,esporte_lazer,cartao_credito,1
78,2,191.59,95.8,17.9,5.3,5.0,4.7,10,relogios_presentes,cartao_credito,1
336,2,117.21,58.6,10.7,1.2,3.1,16.0,6,moveis_decoracao,cartao_credito,1
395,4,216.23,54.06,13.8,0.8,3.7,11.1,7,brinquedos,cartao_credito,1
61,1,208.59,208.59,9.1,0.0,3.8,16.1,7,informatica,cartao_credito,0
328,6,108.41,18.07,5.0,2.8,5.0,9.9,5,moveis_decoracao,cartao_credito,1
327,4,77.11,19.28,25.2,1.5,3.7,15.4,6,cama_mesa_banho,boleto,1
297,1,324.78,324.78,8.7,5.2,3.3,22.4,6,informatica,boleto,1
151,2,145.22,72.61,13.8,0.0,4.0,14.8,2,cama_mesa_banho,boleto,0
190,3,168.06,56.02,2.9,0.0,4.2,5.1,8,informatica,boleto,0
336,1,209.18,209.18,16.4,0.0,5.0,17.3,4,brinquedos,cartao_credito,1
65,3,115.19,38.4,4.8,1.9,3.7,15.1,8,moveis_decoracao,cartao_credito,0
332,2,227.97,113.98,22.1,0.0,3.4,16.3,1,relogios_presentes,boleto,1
368,4,173.15,43.29,22.8,3.7,3.2,20.8,2,brinquedos,cartao_credito,1
274,3,183.58,61.19,15.4,0.0,3.8,11.8,3,telefonia,boleto,0
139,2,364.2,182.1,12.7,3.2,5.0,13.3,3,esporte_lazer,cartao_credito,0
225,3,204.4,68.13,10.9,0.0,4.5,8.8,2,brinquedos,cartao_credito,0
24,1,162.91,162.91,11.7,3.5,4.7,16.2,7,relogios_presentes,boleto,0
373,2,94.08,47.04,14.5,3.9,4.1,16.0,1,beleza_saude,cartao_credito,1
140,3,220.59,73.53,12.5,0.0,4.2,13.4,2,beleza_saude,pix,0
27,2,316.64,158.32,17.9,1.7,4.9,19.5,7,moveis_decoracao,cartao_credito,0
